source_ticker,target_ticker,relation_type,weight,is_directed,valid_from,valid_to,evidence_source,note
VIB,VPB,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=banking; narrower than generic same_industry
VPB,ABB,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=banking; narrower than generic same_industry
VPB,ACB,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=banking; narrower than generic same_industry
VPB,BID,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=banking; narrower than generic same_industry
VPB,CTG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=banking; narrower than generic same_industry
VPB,EIB,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=banking; narrower than generic same_industry
VPB,HDB,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=banking; narrower than generic same_industry
VPB,LPB,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=banking; narrower than generic same_industry
VPB,MBB,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=banking; narrower than generic same_industry
VPB,MSB,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=banking; narrower than generic same_industry
VPB,OCB,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=banking; narrower than generic same_industry
VPB,SHB,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=banking; narrower than generic same_industry
VPB,SSB,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=banking; narrower than generic same_industry
VPB,STB,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=banking; narrower than generic same_industry
VPB,TCB,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=banking; narrower than generic same_industry
VPB,TPB,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=banking; narrower than generic same_industry
VPB,VCB,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=banking; narrower than generic same_industry
VPB,VIB,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=banking; narrower than generic same_industry
AGG,DIG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
AGG,DXG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
AGG,KDH,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
AGG,NLG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
AGG,NTL,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
AGG,PDR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
AGG,SCR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
AGG,VHM,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
DIG,AGG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
DIG,DXG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
DIG,KDH,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
DIG,NLG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
DIG,NTL,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
DIG,PDR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
DIG,SCR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
DIG,VHM,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
DXG,AGG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
DXG,DIG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
DXG,KDH,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
DXG,NLG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
DXG,NTL,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
DXG,PDR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
DXG,SCR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
DXG,VHM,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
KDH,AGG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
KDH,DIG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
KDH,DXG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
KDH,NLG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
KDH,NTL,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
KDH,PDR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
KDH,SCR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
KDH,VHM,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
NLG,AGG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
NLG,DIG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
NLG,DXG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
NLG,KDH,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
NLG,NTL,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
NLG,PDR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
NLG,SCR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
NLG,VHM,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
NTL,AGG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
NTL,DIG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
NTL,DXG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
NTL,KDH,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
NTL,NLG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
NTL,PDR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
NTL,SCR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
NTL,VHM,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
PDR,AGG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
PDR,DIG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
PDR,DXG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
PDR,KDH,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
PDR,NLG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
PDR,NTL,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
PDR,SCR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
PDR,VHM,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
SCR,AGG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
SCR,DIG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
SCR,DXG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
SCR,KDH,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
SCR,NLG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
SCR,NTL,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
SCR,PDR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
SCR,VHM,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
VHM,AGG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
VHM,DIG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
VHM,DXG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
VHM,KDH,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
VHM,NLG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
VHM,NTL,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
VHM,PDR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
VHM,SCR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=residential_real_estate; narrower than generic same_industry
BCM,IJC,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=industrial_real_estate; narrower than generic same_industry
BCM,KBC,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=industrial_real_estate; narrower than generic same_industry
BCM,SIP,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=industrial_real_estate; narrower than generic same_industry
BCM,SZC,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=industrial_real_estate; narrower than generic same_industry
IJC,BCM,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=industrial_real_estate; narrower than generic same_industry
IJC,KBC,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=industrial_real_estate; narrower than generic same_industry
IJC,SIP,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=industrial_real_estate; narrower than generic same_industry
IJC,SZC,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=industrial_real_estate; narrower than generic same_industry
KBC,BCM,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=industrial_real_estate; narrower than generic same_industry
KBC,IJC,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=industrial_real_estate; narrower than generic same_industry
KBC,SIP,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=industrial_real_estate; narrower than generic same_industry
KBC,SZC,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=industrial_real_estate; narrower than generic same_industry
SIP,BCM,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=industrial_real_estate; narrower than generic same_industry
SIP,IJC,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=industrial_real_estate; narrower than generic same_industry
SIP,KBC,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=industrial_real_estate; narrower than generic same_industry
SIP,SZC,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=industrial_real_estate; narrower than generic same_industry
SZC,BCM,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=industrial_real_estate; narrower than generic same_industry
SZC,IJC,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=industrial_real_estate; narrower than generic same_industry
SZC,KBC,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=industrial_real_estate; narrower than generic same_industry
SZC,SIP,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=industrial_real_estate; narrower than generic same_industry
AGR,BSI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
AGR,CTS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
AGR,FTS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
AGR,HCM,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
AGR,ORS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
AGR,SSI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
AGR,VCI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
AGR,VIX,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
AGR,VND,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
BSI,AGR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
BSI,CTS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
BSI,FTS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
BSI,HCM,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
BSI,ORS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
BSI,SSI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
BSI,VCI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
BSI,VIX,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
BSI,VND,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
CTS,AGR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
CTS,BSI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
CTS,FTS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
CTS,HCM,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
CTS,ORS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
CTS,SSI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
CTS,VCI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
CTS,VIX,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
CTS,VND,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
FTS,AGR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
FTS,BSI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
FTS,CTS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
FTS,HCM,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
FTS,ORS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
FTS,SSI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
FTS,VCI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
FTS,VIX,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
FTS,VND,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
HCM,AGR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
HCM,BSI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
HCM,CTS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
HCM,FTS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
HCM,ORS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
HCM,SSI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
HCM,VCI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
HCM,VIX,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
HCM,VND,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
ORS,AGR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
ORS,BSI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
ORS,CTS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
ORS,FTS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
ORS,HCM,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
ORS,SSI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
ORS,VCI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
ORS,VIX,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
ORS,VND,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
SSI,AGR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
SSI,BSI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
SSI,CTS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
SSI,FTS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
SSI,HCM,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
SSI,ORS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
SSI,VCI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
SSI,VIX,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
SSI,VND,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VCI,AGR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VCI,BSI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VCI,CTS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VCI,FTS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VCI,HCM,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VCI,ORS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VCI,SSI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VCI,VIX,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VCI,VND,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VIX,AGR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VIX,BSI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VIX,CTS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VIX,FTS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VIX,HCM,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VIX,ORS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VIX,SSI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VIX,VCI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VIX,VND,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VND,AGR,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VND,BSI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VND,CTS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VND,FTS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VND,HCM,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VND,ORS,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VND,SSI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VND,VCI,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
VND,VIX,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=securities; narrower than generic same_industry
C4G,CTD,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
C4G,DPG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
C4G,FCN,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
C4G,HHV,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
C4G,LCG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
C4G,VCG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
CTD,C4G,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
CTD,DPG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
CTD,FCN,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
CTD,HHV,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
CTD,LCG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
CTD,VCG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
DPG,C4G,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
DPG,CTD,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
DPG,FCN,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
DPG,HHV,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
DPG,LCG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
DPG,VCG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
FCN,C4G,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
FCN,CTD,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
FCN,DPG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
FCN,HHV,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
FCN,LCG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
FCN,VCG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
HHV,C4G,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
HHV,CTD,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
HHV,DPG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
HHV,FCN,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
HHV,LCG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
HHV,VCG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
LCG,C4G,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
LCG,CTD,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
LCG,DPG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
LCG,FCN,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
LCG,HHV,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
LCG,VCG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
VCG,C4G,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
VCG,CTD,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
VCG,DPG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
VCG,FCN,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
VCG,HHV,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
VCG,LCG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=construction_infrastructure; narrower than generic same_industry
AAA,APH,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=steel_materials_chemicals; narrower than generic same_industry
AAA,BMP,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=steel_materials_chemicals; narrower than generic same_industry
AAA,CSV,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=steel_materials_chemicals; narrower than generic same_industry
AAA,DGC,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=steel_materials_chemicals; narrower than generic same_industry
AAA,HPG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=steel_materials_chemicals; narrower than generic same_industry
AAA,HSG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=steel_materials_chemicals; narrower than generic same_industry
AAA,NKG,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=steel_materials_chemicals; narrower than generic same_industry
APH,AAA,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=steel_materials_chemicals; narrower than generic same_industry
APH,BMP,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=steel_materials_chemicals; narrower than generic same_industry
APH,CSV,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=steel_materials_chemicals; narrower than generic same_industry
APH,DGC,business_cluster,0.62,0,,,curated thesis relationship map,same business cluster=steel_materials_chemicals; narrower than generic same_industry
