source_ticker,target_ticker,relation_type,weight,is_directed,valid_from,valid_to,evidence_source,note
STB,ABB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
STB,ACB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
STB,BID,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
STB,CTG,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
STB,EIB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
STB,HDB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
STB,LPB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
STB,MBB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
STB,MSB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
STB,OCB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
STB,SHB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
STB,SSB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
STB,TCB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
STB,TPB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
STB,VCB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
STB,VIB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
STB,VPB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TCB,ABB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TCB,ACB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TCB,BID,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TCB,CTG,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TCB,EIB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TCB,HDB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TCB,LPB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TCB,MBB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TCB,MSB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TCB,OCB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TCB,SHB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TCB,SSB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TCB,STB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TCB,TPB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TCB,VCB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TCB,VIB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TCB,VPB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TPB,ABB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TPB,ACB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TPB,BID,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
