date,AAA,ABB,ACB,ACL,ACV,AGG,AGR,ANV,APH,AST,BAF,BCM,BFC,BID,BMP,BSI,BSR,BWE,C4G,CMG,CRE,CSV,CTD,CTG,CTS,DBC,DBD,DCM,DGC,DGW,DHG,DIG,DMC,DPG,DPM,DXG,EIB,ELC,FCN,FMC,FOX,FPT,FRT,FTS,GAS,GEG,GEX,GMD,GVR,HAH,HCM,HDB,HDG,HHV,HPG,HSG,IDI,IJC,IMP,JVC,KBC,KDC,KDH,LCG,LPB,LTG,MBB,MSB,MSN,MWG,NKG,NLG,NT2,NTL,OCB,ORS,PAN,PC1,PDR,PGV,PHR,PLX,PNJ,POW,PPC,PVD,PVS,QNS,REE,SAB,SCR,SCS,SGN,SHB,SIP,SSB,SSI,STB,SZC,TCB,TPB,TRA,VCB,VCG,VCI,VGI,VHC,VHM,VIB,VIC,VIX,VJC,VND,VNM,VPB,VRE,VSC,VTP
2022-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-05,0.012000144003110558,0.0,-0.0206580116204221,0.029762293920035578,0.011541136522084494,0.02452667879757398,-0.011872285567795793,0.05010682005417898,-0.013364716132203488,0.005622086646047539,0.06713159538182102,0.003042192723344254,-0.0012399257633205472,-0.0092576110158916,-0.0017882237489719331,0.003523950467202475,-0.003656311203110432,-0.009486918931756195,0.09141233919383497,0.019388556408857015,0.015491545030108819,0.0,0.0,0.0,0.04299536326006267,0.006800177319064641,-0.005836926443054333,0.00279134863727055,-0.01638981921733746,-0.011910713881853625,0.0034835654649033724,0.06731980921158624,0.001994018606864228,0.06078785603068862,-0.016048488870464027,0.011291323751148974,0.011732986583525729,0.004545462371674638,0.06739464589240814,0.03782480670693051,-0.013783315778300997,0.0010529641912123621,-0.010384309305716493,-0.006711434587986804,0.03008070219609515,0.02186642135453627,0.0,0.004160316637162017,0.020822361752100133,-0.005698021114637779,-0.000899280636144002,-0.019108861698046473,0.007711019215894965,0.014605907171087998,0.0011200299845499052,-0.013314842817437103,0.012150817782512749,0.02296376460953362,0.0028952891384989,0.06544390825238382,-0.014863661622557296,-0.0017922936192844227,0.02369337508315767,0.0045121339948660695,-0.011060020574936196,-0.016498999380035077,-0.013814494443188432,-0.024674691603999894,-0.054406875063642904,-0.005136738897196868,-0.0024844733276618335,0.012471210985643612,-0.018746042821055332,-0.001976936393455881,-0.016248511095822586,-0.013389736370014758,0.03250838852964421,0.015917737678791295,-0.010726746451814612,-0.002547051044460567,0.012336447115765712,-0.003674973511257835,-0.01456522491091778,0.015384918839479456,-0.011955735920148884,-0.0017376198985407374,0.0,-0.0020322259861033256,0.014124152187955263,0.014561007954461342,-0.01163367459241804,-0.018414925977848256,-0.0028064401416120926,-0.022379715629386076,0.0,-0.01312253489047158,-0.0037535233309147014,0.013921338518608014,0.026638889456369167,-0.007515692997236769,-0.017681693290506728,-0.013009608682299773,-0.012681329364399627,0.04371806321305247,-0.010848232620243316,-0.011856044030313097,0.06771689479753418,-0.013024345756415662,-0.0042780813910783125,-0.009950330853168092,-0.003142186403072393,-0.02409755157906053,-0.010750798634662188,-0.005740797395951156,-0.015718351717218103,0.06674315175293603,-0.01177176630779074,0.0
2022-01-06,0.06680359804810024,-0.018664222270701903,0.0012642226715400904,0.00834331419106846,-0.005848521528797797,0.0016581001974930473,-0.01387626335576648,-0.012610507591929696,0.002687270679973768,0.0,0.06550919305736848,0.06723273022126283,-0.018364456005124697,0.024982930490509047,-0.006670111953766305,-0.037137818327540054,0.008026310874228835,-0.011621281284015714,-0.0067027835376196245,-0.0360330281396448,0.0,-0.007199455142854344,0.06754451421375633,-0.02180181139414969,-0.014127379259210452,-0.005663598299192157,-0.013520746795846809,-0.010860152280695583,-0.006401334948781036,-0.01464212941808298,0.0672380907105097,-0.009987278917571488,0.014938766389901232,0.003909648768033055,-0.02404822975414312,0.06655116301278513,-0.002695419421672211,0.0,0.014269364399230804,-0.01862168640133067,-0.00991015634972866,-0.0010529641912123647,-0.07188002566530852,-0.021555003561829697,-0.012555450994273075,-0.004150340290057461,0.06658403450740397,-0.017027627035579525,0.005277057100843819,-0.014871945965971326,-0.017699577099400975,0.0,0.011877967703689903,-0.003389013168637758,-0.0154167370015783,-0.032989725224249235,-0.018692133012152633,0.012108018037164704,0.0,0.06566910350785723,0.021351573653792654,-0.003794313089355421,0.019539504021408072,0.02115891854429976,-0.02344223615682705,-0.011152531950475003,-0.01244184012336572,-0.0022066945328245696,-0.045762629295947536,0.003024805694053293,-0.04104659132674174,-0.007820871716180382,-0.011222367107788922,-0.005291017634415548,-0.01803204380592294,-0.028870072919867887,-0.012358550703796736,-0.02331711855522892,0.0,-0.02409064022751102,0.06753620699048749,-0.00368852877210287,-0.005264800020847884,0.01327033692089661,-0.006320044018587925,-0.0017406444777839894,0.003656311203110479,-0.002327612339788288,-0.015466975002866477,-0.017171975495181683,0.06785456743689093,0.02549460156590986,-0.008800388884425902,0.02237971562938602,-0.018684540314808873,-0.023585999005879113,-0.01738624480794507,0.004597709248629549,0.0015195921734528384,-0.012228699721730235,0.0,0.001068376169998953,0.013805809410920916,-0.005396973758910159,-0.014985295402394929,-0.006134988567515944,-0.004428348621608814,0.015319448533513242,-0.0156632961921634,0.04401688541677426,-0.0118719241613101,0.006483004878078312,-0.010867635533471321,-0.00934378321947765,-0.009647928189720134,0.06678824087158673,-0.006534029780648605,-0.020502662326517374
2022-01-07,0.017511968255132754,0.013473257703731865,-0.013354729481380887,-0.021596520226863408,-0.004551496573530831,0.01120275307655345,0.010194712948093562,-0.0031776321622032457,-0.006731765576480099,-0.00938778147254983,0.06732828516834305,0.06719753886827702,-0.021286457197811505,0.031079479517450565,-0.0018034269991506827,0.015805399815111327,0.008683122573460857,0.037004078490949055,0.006702783537619503,-0.016529301951210582,0.03302468406022342,-0.01602364946815729,0.0017739487672802502,-0.023758693294530737,-0.02469261259037152,0.00942158844152175,-0.01193834403694038,-0.047241522440805636,-0.016268619097863864,0.01464212941808287,-0.07072165617541293,0.0671810823437843,0.0017429198311938198,0.06056086135172679,-0.04069253630271401,0.029713419457327833,-0.023669744085904734,-0.008349194610921404,0.00918340333917663,0.0,-0.015613700094141283,-0.0010540740935906766,0.014844409148532495,-0.02242073043830143,0.036095840237275405,0.004150340290057495,0.053613397799813965,0.02858526807181811,-0.002496187678051411,0.03700612013323784,-0.0032102756302482102,-0.006451635281488719,-0.011877967703689972,,-0.006462672179678986,-0.012841856905437658,0.003276006205900945,-0.013770528810778063,-0.00289528913849878,0.04959694113937198,0.0032282391104934407,0.0019988013850368827,-0.003618510022197104,0.06711783647005921,0.02344223615682699,-0.008258305192367256,0.008570368001707287,-0.02008248972352973,0.0013347467925930471,-0.014756485916297381,-0.008241209080877348,0.009413087886258113,0.005382934456229529,-0.02212627979398116,-0.0037979536727587473,0.001540436761610303,-0.010155015011976564,-0.016296330692985733,-0.008559751800649388,0.002319513942233424,-0.0012566762571196868,0.01447085274201273,-0.007480165780163813,0.046006273008643586,0.0,0.017699577099400857,0.024435423663904606,-0.004086403818390799,-0.008637030749946878,-0.00902755412822134,0.029182766757059917,-0.0070796755880616884,0.0043268498191907714,-0.018197359051907468,-0.023018123571039946,-0.03480723697080378,-0.0057563318525766655,-0.023202897079663984,-0.013980131578205685,-0.008949558988013508,-0.023724681594502535,0.0010672359604227174,0.008950607975890347,0.003412002172805426,-0.005551364244003654,-0.009273636785329102,0.0014111483039240477,0.0012058363935491196,-0.010947016818954462,-0.02225539363526157,0.05348039139217861,0.0,-0.01518632070798549,-0.0023869920329663667,-0.01563295149086711,-0.024166065847183723,0.01361370536871021,0.0
2022-01-10,-0.07000493471301818,-0.03711141512371935,-0.009003276249958827,0.0,-0.005909844671838677,0.02555532892205799,-0.04478712203740193,-0.05360760557161215,-0.028778964550043404,0.005643237883532712,0.011113909999639442,-0.07139167323692622,-0.04488214777222648,-0.008832419192374256,-0.00335787478107481,-0.050244995199789304,-0.0464514026464273,0.0022503525671049764,-0.02024465714553131,-0.0347229069579965,0.002345583561720456,-0.04121977308523559,-0.06647312537953227,0.002939737540924974,-0.07257069283483537,-0.04370185627397348,-0.011010588948604223,-0.07234835767955536,-0.05486716922330264,-0.026068534183362708,-0.054685369390971836,-0.044533803979913765,-0.009184407442876644,-0.04208954580673168,-0.07095966797912184,-0.0578939784189025,-0.021416088519774723,-0.055635184299427105,0.0078049176693841356,-0.011477564953389023,0.0014975667343948892,-0.015089012239175175,-0.03422339737885496,-0.042321685082685974,-0.052598820448282464,-0.06463056402962382,-0.02063820098426326,-0.03508154850860872,-0.02104750069105969,-0.02978239500552349,-0.03173388075577288,-0.02374241692010449,-0.05376696605108548,,-0.0030557701394778847,0.0,0.009764113374905141,0.021399993611934866,0.0016095287556445474,0.01600034134644112,-0.04797399539197944,0.0,-0.04501686736571689,-0.07153529257678173,-0.02819735686183733,-0.011372374270865982,-0.01800440023506595,-0.02819234333426587,-0.00653365570614397,-0.018562017860059538,-0.008309691375717491,-0.07010462842992371,-0.05414856506988938,-0.02470956188655233,-0.030129741452029384,-0.03977499706347223,-0.04907808836883229,-0.036170308205755015,0.005423860729095893,-0.014586022889086551,-0.003937322985572409,-0.023337804331133288,-0.007378948623585953,-0.07208088217552802,0.010321192540274892,-0.07046103104595215,-0.04574770573071737,-0.01681207567074037,-0.017501130307900452,-0.007945746157798667,0.03990121675218591,0.020615991837502196,-0.013037122644084043,-0.03655315571950071,0.034838110380398093,-0.040770513143631906,-0.04058148463814809,-0.011015060230677318,-0.007064047035007574,-0.016400885539416668,-0.013662850477117905,0.0,-0.003794223946997029,-0.07207941903746258,-0.05861815938849998,-0.00936044275956392,-0.05507498110563983,0.0,-0.014971169561370727,0.0009779951879767099,-0.047131163713519816,0.0,-0.03543294554310946,-0.001195636071294294,-0.005925943267547046,0.007168489478612497,-0.013613705368710293,-0.021114201319192154
2022-01-11,-0.06059400004128814,-0.009302392662313561,-0.007782140442054963,0.005443013135641363,0.013861420078161591,0.06730935146779894,-0.01701961821501739,-0.04463494071208787,-0.04115515162139343,-0.01131850272207851,-0.018429231576012367,0.06733032741215648,-0.021379026676790733,0.01409466603118715,-0.007010284453877031,-0.02574950893677179,-0.00909786411752635,-0.009031955274140732,0.026902812344121736,-0.0355462888885597,-0.059527020574493474,-0.045391203498644284,0.0018924039170124113,-0.008845266514966334,-0.06096069978968725,-0.008262883919556532,0.0028530689824064807,-0.026142651081753527,-0.013886639388974482,-0.014008959179616096,-0.014852907072684763,0.06725529534562286,-0.00949129738508264,-0.01847131554499521,-0.003480281935139061,0.024105850437552503,0.010765374270238073,-0.016247311093902483,0.06429553729480122,-0.007725555352210899,0.014116133359746461,-0.027571484903539792,-0.07272099583229674,-0.05533683239574639,0.012618921526795786,0.012683096844445959,0.02764942500088427,-0.015132337289987387,-0.024111386186330727,-0.011583141089630647,-0.041138150071418474,-0.009991756731920591,0.004791863017646827,,-0.012317322777579458,-0.021273427743139933,0.005652013431346623,0.007032758226283363,0.008965798131924427,-0.06984357336726432,-0.0700239322819926,-0.005606742761235835,-0.02052336367064488,0.0674051886161024,-0.0038204439973858815,-0.011503194328209326,-0.007134394113874092,0.009996238563376137,-0.054365621321638226,-0.009096675024364502,-0.005284028146605267,-0.026709244550573365,0.0,0.0,-0.003929278139889661,-0.02925452392596626,-0.051611622876297496,0.0027586224390798823,-0.00964327627180423,0.004983155555745268,0.010361160195285206,-0.01649823366830021,0.009566449495880668,-0.005815848380003199,-0.01205179579885406,0.0032088040367847957,-0.007484442422136886,-0.008663235660821165,-0.03138391502294804,0.005965220671335493,0.03138989670808392,0.0025276474753031636,0.0030236878404216834,-0.012195273093818355,0.03288131233770278,-0.04295138719559931,-0.02948866442069783,0.026543322557232712,-0.0113624927482111,-0.003924138456134258,-0.006369448285479712,-0.0032051309489483358,-0.0013425824348319386,0.03034632741051495,-0.054305749551916124,-0.0123010540216155,-0.02391067062168605,-0.021314977841859338,-0.018038820589678355,-0.012789156116321336,-0.02645444852234925,0.0,-0.05583034598319633,0.0,-0.0029761926730461127,-0.02312241742085415,-0.02412662261413685,-0.0071383116326918196
2022-01-12,-0.02051084262323169,0.023856460361958473,0.01100690944106952,-0.003020237874215913,-0.013861420078161471,0.026518937638061672,0.03754050056040996,-0.026326671657089566,0.005778275376645113,-0.003801482930708223,0.06719651271206849,0.06070716616343208,0.015058463874201317,0.06731196340102186,0.003381457247263615,0.030547324857105426,0.03443453984834754,0.020208377842978614,0.016705020200002984,0.0,-0.07171993032664313,0.03229898723014011,0.050300228875087026,0.033967360632304135,0.06676817646484028,0.014123420326016446,0.03945353724203937,-0.019338187487784802,0.04709841998823611,0.007536444673998629,-0.05478189219474757,-0.07179445330954204,0.0037631477723984548,-0.019039857364337883,0.022976312284666713,-0.018544487476717362,0.02255561675585481,-0.021524009745093817,0.039606188899365125,-0.005718876389458843,0.00147438286937033,0.001099989111023289,0.010061267742367931,0.009438079497307168,0.04453949231315281,0.012045435931277552,-0.07242772162632756,-0.0321571116345314,0.00521589128028526,-0.02606491298728868,0.022472855852058576,0.05455157873554732,-0.02052592436667839,,0.024106772885811978,0.017203116850704324,-0.07089253529974747,-0.05313923030397738,-0.01186481771744056,-0.07051378432765824,0.06663677763797812,-0.005638355654266492,0.013183382368653735,0.002067184198665125,0.01801850550267843,-0.008520578272774812,0.045868903295015064,0.051446304869067,0.0,0.03133010591158349,0.023129985982562568,-0.027442251117190335,0.027440746154953434,-0.0668111966826947,0.037856973264677664,0.02497415355979355,-0.022834715816202396,0.0,-0.028593799366740908,-0.025167871706926786,0.043548245245735244,0.012763014550684983,-0.014938559113311366,-0.02693102003908081,-0.02929324858948708,0.06725222700916747,0.036069483818029276,-0.008738943666871007,0.001706485055757884,-0.0006610477847729393,-0.07129111346026978,-0.0006313131522809545,0.0,0.052913366112603215,-0.007279914098914415,0.0489394290402219,0.048675491845471736,0.06703924380271457,-0.061689495113082166,0.039405526534296076,0.06742970504672609,0.0,0.007584243358308121,-0.024566843642558896,0.024347082024755606,-0.012775644859637605,0.030064536196064518,0.0,0.049385901954117774,-0.001982161203991211,-0.004886003205626209,-0.004858309151076295,0.04547168762191172,-0.007203993334819208,0.03129839823632088,0.05129329438755048,-0.03163054388660566,0.021263863416207267
2022-01-13,-0.07157704864898823,-0.0045731787019650805,0.0076972798255666545,-0.02511617475445056,0.021937339639895706,-0.05008498289388227,-0.03558067631724315,-0.024818792144043547,-0.02184287788045173,0.005696818867156289,0.06596770531681075,-0.025412628739269614,-0.023368761007829454,0.04321363667886488,0.019033496401599927,-0.040821994520255166,-0.017069060054552727,0.01680711831638119,-0.0930536914455925,-0.003838776307165713,-0.06531056144078803,-0.024324463311370653,-0.04652613085169263,0.029151100377147087,-0.03628515973976448,-0.008607251886517389,0.0095401064275353,-0.0029124214470350185,-0.02300940538495214,0.0048583091510763675,0.012760909359897979,-0.07244704388627146,-0.0017691291655340558,-0.0711889557575269,-0.029973425380615273,-0.07258932851657586,0.01176484157958643,0.006672251609067942,-0.07202143627898919,0.0,0.0055096558109697,0.027541586852360855,0.029327615094520136,0.003835504382406881,-0.02809998263466857,-0.054120436819871796,-0.07233883475178413,-0.007754288780005147,-0.04130380614123563,-0.0014958865915828024,-0.020005546433600037,-0.004765696073014345,-0.01629551815949417,,0.010904413369488658,0.025262189084973675,-0.06979576193554198,-0.02183994852601874,0.004184779968370515,-0.07095173597228449,-0.03264657740942643,0.0,-0.003827232665115061,-0.07168844020367858,0.0046882411234555384,-0.005851391768464125,0.017326233805910033,0.0,-0.0007507820999170454,-0.0036714130271593634,0.022607062165708434,-0.04440627266731013,-0.05618586613056099,-0.005214164513500589,-0.0037979536727587473,-0.01240911526266359,-0.027316721788354467,-0.04315866793218816,0.005604281142042089,0.005084503252249644,-0.03732060562589493,-0.011079866667525355,0.014938559113311352,-0.07103985765859885,-0.04126799170299919,-0.01422131272307617,-0.03606948381802935,0.008738943666870901,0.0,-0.011806905263031117,-0.07247554082943526,-0.0018963343230221756,-0.005887812450178501,0.002490661312452052,-0.017530329404996776,0.014394829422577991,-0.033314206683984555,-0.011594332780919482,0.010667399958402867,0.0020977561709987214,-0.020111286175808755,-0.0034838572018483583,0.023499489177505755,-0.06938291244619638,-0.04640153456210562,0.009597002641009484,-0.04810286075079815,-0.016884324133564877,-0.007608732359535001,-0.020040750883446153,-0.047647959590654994,-0.00978800636616282,-0.04714954036452776,0.0,-0.0038591461305692468,-0.06305813596713702,0.0025173078113778927,-0.008487635603821939
2022-01-14,0.005691534999788055,0.022659579781272636,-0.0096308930609613,-0.008097210232619362,0.0,0.0033572441116523307,-0.005891033237237419,-0.0029607719630321337,0.0,-0.024924072154367097,-0.01293679103071945,-0.02468583938112332,-0.02725732656852348,0.0056232575543622605,-0.0035732554609946643,0.03979582716494313,-0.008267615676268363,0.0,0.007683901691914532,-0.009014871096215316,0.0345667296353054,-0.01520637544526457,0.0009413031018441154,0.00830646215775343,0.02733655416375042,0.007047797379448039,0.0020325210249224307,-0.07167503670689102,-0.01658763990298163,0.011444758993184836,0.03356824408253138,-0.07093575144530608,-0.003769823735015957,0.01903476575274492,-0.07154565477780404,0.0,-0.010400274617789343,0.0,-0.027355395316887462,-0.00390760180015547,-0.006984038680339978,-0.008808736730465764,0.05842753284795429,-0.007685776518639711,0.004667948217238071,0.029391904044148418,0.03229393906815057,-0.02762355030164568,0.0057065780331202786,0.0,-0.002467309418458614,-0.00638979809877101,0.016295518159494187,,-0.00977084060498958,-0.01824202354611682,-0.02915110037714709,-0.02948326761614575,0.0038473917288937517,-0.02180462996685271,0.012079124797809992,0.0036283047262424123,0.0,0.01922607971231507,-0.00939856542363869,-0.003134798805371392,-0.0022429915945815218,-0.043824316750007954,0.0,-0.01109581425505435,-0.015728273218904215,0.026838935479894407,-0.018732150619905217,0.02725767280211642,-0.00917437627604138,-0.008176660437245555,-0.013480596301591952,0.0,0.014319199378044427,0.0,0.0051087656588833345,0.014815085785140682,-0.002187500872294661,0.04609754678568647,0.011090686694158138,0.009503311262827925,0.014502015080783226,0.016957122066756293,0.004253515558056663,0.005837728195685625,-0.030920337654226374,0.0,0.007228744598809704,0.011541760440171328,0.002809554326549088,0.0025188930194839864,-0.003053437486890343,0.02020270731751947,0.04832969954126373,-0.015202995519656702,-0.00560225554867001,-0.011339214368594655,0.018068893392540947,0.040145562931125534,-0.014292207696727652,-0.01281658043819759,0.032324281802210204,0.0,-0.015393377072723568,0.0010116338748444476,0.008525200823359627,0.0,-0.012249361187882904,0.01909650751306625,-0.011667609268640989,0.01759576189037966,-0.019676928094204165,-0.005637916179693606
2022-01-17,-0.07053451648375128,-0.03728084833545475,-0.00907329620567483,-0.06993139806921583,0.0,-0.07069188516102864,-0.07089381196856095,-0.06508228150095309,-0.026857265133948066,0.013497794643173362,-0.01003279953139389,-0.07225123882976307,-0.07158248721790496,-0.013801975683104182,-0.03169096373691332,-0.07163643302060171,-0.004538585703008073,-0.016807118316381174,-0.03675246599299544,-0.06272903376262591,-0.07135693878183202,-0.07187721153103778,-0.05768037166811708,-0.012485711333322939,-0.07220830834092587,-0.002734910866645691,-0.030930300691358728,-0.0623326598085131,-0.07192038582876824,-0.044914673015007504,-0.03845703406878488,-0.07195608393878022,0.0017758051281515637,-0.02045926741812994,-0.02546286516124804,-0.07184556014585086,-0.0285865477614167,-0.0546677525274966,-0.07150673943751383,-0.049815563041472576,-0.020119903738851933,-0.02557236933771736,-0.0716517403758956,-0.07150659096760385,-0.008503452599644886,-0.0712044462917917,-0.0716084310389499,-0.05536761157055929,-0.07104863477037468,-0.07242046695921887,-0.07220950175020374,-0.0543343509633295,-0.04267895802908172,,-0.03418808089711009,-0.07173173341183868,-0.010551656651460288,-0.07130382385705683,-0.0038473917288937703,-0.07164453749762559,-0.07178397809746088,-0.0018125067896255637,-0.07181407942375963,-0.0710157462139448,-0.013308181202495129,-0.06067368110459441,-0.004501132880791538,-0.034765957843213555,-0.0194655398288034,-0.030364953841695543,-0.055043609426384074,-0.07155705016980216,-0.07165907604556793,-0.0699796538776525,-0.04396312342111594,-0.0696968489887457,-0.07225897316777474,-0.0710151861832777,-0.059492332584308076,-0.012608993230865085,-0.07036149490978637,-0.025806530197942185,-0.004232312924688761,-0.06996848132043236,-0.02418722561400382,0.018739901050567012,0.003695343971124138,-0.01276549916316937,-0.0365982352186752,-0.01255141571586351,-0.07064150297038423,-0.006347212676971213,-0.01604086737428815,-0.022379715629386076,-0.024752734638146492,-0.0050441468866780255,-0.07220174238507857,-0.07103577311675165,-0.07267457726712187,-0.02324684969874762,-0.041716163322247334,-0.017253611625248404,0.033126718776894305,-0.07252368031270574,-0.07185073675894824,-0.03244590690704179,-0.05205144024812202,-0.03841472779259975,-0.04186131559077212,-0.019398260125283687,-0.07306372196093087,-0.012371291802546829,-0.07178956591681612,-0.021509417747246018,-0.05270981641952838,-0.07232066157962613,-0.018111749943046058,-0.031683984247778685
