model,variant,split,feature_set,feature_count,input_dim,top_k_corr_neighbors,mean_topk_edges_per_target,hidden_dim,dropout,lr,weight_decay,mae,rmse,note
Tuned TopK Graph MLP,scaled_h64_d000,test,top_30_rf,30,120,20,11.721282429867117,64,0.0,0.0008,0.0001,0.5344763994216919,0.68243807554245,"StandardScaler on X/y, SmoothL1 loss, AdamW, early stopping on validation MAE, self-neighbor residual/product interaction features"
Tuned TopK Graph MLP,scaled_h96_d015,test,top_30_rf,30,120,20,11.721282429867117,96,0.15,0.0006,0.0002,0.5374947190284729,0.6847554445266724,"StandardScaler on X/y, SmoothL1 loss, AdamW, early stopping on validation MAE, self-neighbor residual/product interaction features"
Tuned TopK Graph MLP,scaled_h64_d010,test,top_30_rf,30,120,20,11.721282429867117,64,0.1,0.0008,0.0001,0.5381109118461609,0.6898314356803894,"StandardScaler on X/y, SmoothL1 loss, AdamW, early stopping on validation MAE, self-neighbor residual/product interaction features"
Tuned TopK Graph MLP,scaled_h128_d020,test,top_30_rf,30,120,20,11.721282429867117,128,0.2,0.0005,0.0003,0.5396633744239807,0.6858843564987183,"StandardScaler on X/y, SmoothL1 loss, AdamW, early stopping on validation MAE, self-neighbor residual/product interaction features"
Tuned TopK Graph MLP,scaled_h128_d020,validation,top_30_rf,30,120,20,11.721282429867117,128,0.2,0.0005,0.0003,0.5352720022201538,0.691742479801178,"StandardScaler on X/y, SmoothL1 loss, AdamW, early stopping on validation MAE, self-neighbor residual/product interaction features"
Tuned TopK Graph MLP,scaled_h96_d015,validation,top_30_rf,30,120,20,11.721282429867117,96,0.15,0.0006,0.0002,0.5378105640411377,0.6921869516372681,"StandardScaler on X/y, SmoothL1 loss, AdamW, early stopping on validation MAE, self-neighbor residual/product interaction features"
Tuned TopK Graph MLP,scaled_h64_d010,validation,top_30_rf,30,120,20,11.721282429867117,64,0.1,0.0008,0.0001,0.5387088656425476,0.6956819891929626,"StandardScaler on X/y, SmoothL1 loss, AdamW, early stopping on validation MAE, self-neighbor residual/product interaction features"
Tuned TopK Graph MLP,scaled_h64_d000,validation,top_30_rf,30,120,20,11.721282429867117,64,0.0,0.0008,0.0001,0.5439109802246094,0.6995949745178223,"StandardScaler on X/y, SmoothL1 loss, AdamW, early stopping on validation MAE, self-neighbor residual/product interaction features"
