article_id,ticker,company_name,is_primary,mention_count,relevance_score,company_sentiment,mapping_method,matched_text
N009415,NLG,Nam Long,1,1,1.0,0.0,ticker_match,NLG
N009416,OCB,OCB,1,1,1.0,0.0,ticker_match,OCB
N009417,QNS,Duong Quang Ngai,1,1,1.0,0.0,ticker_match,QNS
N009418,SCR,SCR,1,1,1.0,0.0,ticker_match,SCR
N009419,SCR,SCR,1,1,1.0,0.0,ticker_match,SCR
N009420,SHB,SHB,1,1,1.0,0.333333,ticker_match,SHB
N009421,SHB,SHB,1,1,1.0,0.333333,ticker_match,SHB
N009422,SSB,SSB,1,1,0.9,0.0,alias_match,SeABank
N009423,TCB,Techcombank,1,1,1.0,0.0,ticker_match,TCB
N009424,ABB,ABBANK,1,1,0.8,0.266667,source_ticker,ABB
N009425,BID,BIDV,1,1,0.8,0.266667,source_ticker,BID
N009426,BMP,Binh Minh Plastic,1,1,1.0,0.0,ticker_match,BMP
N009427,BSI,BSI,1,1,1.0,0.0,ticker_match,BSI
N009428,CTG,VietinBank,1,1,0.95,0.0,company_name_match,VietinBank
N009429,DIG,DIC Corp,1,1,1.0,0.0,ticker_match,DIG
N009430,DIG,DIC Corp,1,1,1.0,0.0,ticker_match,DIG
N009431,DPM,Dam Phu My,1,1,0.8,0.0,source_ticker,DPM
N009432,DXG,Dat Xanh,1,1,1.0,0.0,ticker_match,DXG
N009433,DXG,Dat Xanh,1,1,1.0,0.0,ticker_match,DXG
N009434,EIB,Eximbank,1,1,1.0,0.0,ticker_match,EIB
N009435,EIB,Eximbank,1,1,1.0,0.0,ticker_match,EIB
N009436,GEG,GEG,1,1,1.0,0.0,ticker_match,GEG
N009437,GEG,GEG,1,1,1.0,0.0,ticker_match,GEG
N009438,GEX,GELEX,1,1,1.0,0.0,ticker_match,GEX
N009439,HDB,HDBank,1,1,1.0,0.0,ticker_match,HDB
N009440,HDB,HDBank,1,1,0.95,0.0,company_name_match,HDBank
N009441,HSG,Hoa Sen Group,1,1,1.0,0.0,ticker_match,HSG
N009442,HSG,Hoa Sen Group,1,1,0.8,0.0,source_ticker,HSG
N009443,LPB,LPBank,1,1,1.0,0.0,ticker_match,LPB
N009444,LPB,LPBank,1,1,1.0,0.0,ticker_match,LPB
N009445,MSN,Masan Group,1,1,0.9,0.0,alias_match,Masan
N009446,PDR,Phat Dat Realty,1,1,0.8,0.533333,source_ticker,PDR
N009447,PNJ,Phu Nhuan Jewelry,1,1,1.0,0.0,ticker_match,PNJ
N009448,PNJ,Phu Nhuan Jewelry,1,1,1.0,0.0,ticker_match,PNJ
N009449,SHB,SHB,1,1,0.8,0.0,source_ticker,SHB
N009450,SSB,SSB,1,1,0.9,0.3,alias_match,SeABank
N009451,STB,Sacombank,1,1,1.0,0.0,ticker_match,STB
N009452,STB,Sacombank,1,1,0.95,0.0,company_name_match,Sacombank
N009453,VHC,Vinh Hoan,1,1,1.0,0.0,ticker_match,VHC
N009454,VIC,Vingroup,1,1,0.9,0.3,alias_match,VinFast
N009455,VJC,Vietjet,1,1,1.0,0.0,ticker_match,VJC
N009456,VNM,Vinamilk,1,1,0.8,0.0,source_ticker,VNM
N009457,ACB,ACB,1,1,1.0,0.0,ticker_match,ACB
N009458,ACL,ACL,1,1,1.0,0.0,ticker_match,ACL
N009459,AGG,An Gia,1,1,1.0,0.0,ticker_match,AGG
N009460,APH,APH,1,1,1.0,0.0,ticker_match,APH
N009461,BFC,Binh Dien Fertilizer,1,1,1.0,0.0,ticker_match,BFC
N009462,BID,BIDV,1,1,1.0,0.0,ticker_match,BID
N009463,BID,BIDV,1,1,1.0,0.0,ticker_match,BID
N009464,BID,BIDV,1,1,1.0,0.0,ticker_match,BID
N009465,BSI,BSI,1,1,1.0,0.0,ticker_match,BSI
N009466,BSI,BSI,1,1,1.0,0.0,ticker_match,BSI
N009467,C4G,C4G,1,1,1.0,0.0,ticker_match,C4G
N009468,CRE,CRE,1,1,1.0,0.0,ticker_match,CRE
N009469,CRE,CRE,1,1,1.0,0.0,ticker_match,CRE
N009470,CTD,Coteccons,1,1,0.8,0.0,source_ticker,CTD
N009471,CTS,CTS,1,1,1.0,0.0,ticker_match,CTS
N009472,DGC,Duc Giang,1,1,1.0,0.0,ticker_match,DGC
N009473,DIG,DIC Corp,1,1,1.0,0.0,ticker_match,DIG
N009474,DXG,Dat Xanh,1,1,1.0,0.0,ticker_match,DXG
N009475,DXG,Dat Xanh,1,1,0.8,0.0,source_ticker,DXG
N009476,EIB,Eximbank,1,1,0.95,0.0,company_name_match,Eximbank
N009477,FCN,Fecon,1,1,1.0,0.0,ticker_match,FCN
N009478,GEX,GELEX,1,1,1.0,0.0,ticker_match,GEX
N009479,GEX,GELEX,1,1,1.0,0.0,ticker_match,GEX
N009480,HDB,HDBank,1,2,1.0,0.0,ticker_match,HDB
N009481,HDB,HDBank,1,2,1.0,0.0,ticker_match,HDB
N009482,TCB,Techcombank,0,1,1.0,0.0,ticker_match,TCB
N009482,STB,Sacombank,0,1,1.0,0.0,ticker_match,STB
N009482,HDG,Ha Do,1,1,1.0,0.0,ticker_match,HDG
N009483,IMP,Imexpharm,1,1,1.0,0.0,ticker_match,IMP
N009484,KBC,Kinh Bac,1,1,1.0,0.0,ticker_match,KBC
N009485,KBC,Kinh Bac,1,1,1.0,0.0,ticker_match,KBC
N009486,KBC,Kinh Bac,1,1,1.0,0.0,ticker_match,KBC
N009487,LPB,LPBank,1,1,0.9,0.3,alias_match,LienVietPostBank
N009488,NLG,Nam Long,1,1,1.0,0.0,ticker_match,NLG
N009489,NT2,NT2,1,1,1.0,0.0,ticker_match,NT2
N009490,PC1,PC1 Group,1,1,1.0,0.0,ticker_match,PC1
N009491,PDR,Phat Dat Realty,1,1,1.0,0.0,ticker_match,PDR
N009492,PLX,Petrolimex,1,1,1.0,0.0,ticker_match,PLX
N009493,PVD,PV Drilling,1,1,1.0,0.0,ticker_match,PVD
N009494,REE,REE Corporation,1,1,1.0,0.0,ticker_match,REE
N009495,REE,REE Corporation,1,1,1.0,0.0,ticker_match,REE
N009496,STB,Sacombank,1,1,0.8,0.0,source_ticker,STB
N009497,VHC,Vinh Hoan,1,1,1.0,0.0,ticker_match,VHC
N009498,VHC,Vinh Hoan,1,1,1.0,0.0,ticker_match,VHC
N009499,VIC,Vingroup,1,1,0.8,0.0,source_ticker,VIC
N009500,DPM,Dam Phu My,1,1,0.8,-0.533333,source_ticker,DPM
N009501,HDB,HDBank,1,1,0.95,0.0,company_name_match,HDBank
N009502,CTG,VietinBank,1,1,0.8,0.0,source_ticker,CTG
N009503,DXG,Dat Xanh,1,1,0.8,0.0,source_ticker,DXG
N009504,ACB,ACB,1,1,0.8,0.0,source_ticker,ACB
N009505,ANV,Nam Viet,1,1,0.8,0.0,source_ticker,ANV
N009506,BMP,Binh Minh Plastic,1,1,1.0,0.0,ticker_match,BMP
N009507,C4G,C4G,1,1,0.8,0.0,source_ticker,C4G
N009508,CTD,Coteccons,1,1,1.0,0.0,ticker_match,CTD
N009509,DGW,Digiworld,1,1,0.8,0.0,source_ticker,DGW
N009510,DXG,Dat Xanh,1,1,1.0,0.0,ticker_match,DXG
N009511,FMC,FMC,1,1,1.0,0.0,ticker_match,FMC
N009512,FMC,FMC,1,1,1.0,0.0,ticker_match,FMC
N009513,GEX,GELEX,1,1,1.0,0.0,ticker_match,GEX
N009514,GVR,VRG,1,1,1.0,0.0,ticker_match,GVR
N009515,HDB,HDBank,1,1,0.95,0.0,company_name_match,HDBank
N009516,PLX,Petrolimex,0,1,0.95,0.0,company_name_match,Petrolimex
N009516,HDB,HDBank,1,1,0.95,0.0,company_name_match,HDBank
N009517,IJC,IJC,1,1,1.0,0.0,ticker_match,IJC
N009518,IJC,IJC,1,1,1.0,0.0,ticker_match,IJC
N009519,KBC,Kinh Bac,1,1,1.0,0.0,ticker_match,KBC
N009520,MBB,MBBank,1,1,1.0,0.0,ticker_match,MBB
N009521,NT2,NT2,1,1,1.0,0.0,ticker_match,NT2
N009522,NT2,NT2,1,1,0.8,0.0,source_ticker,NT2
N009523,OCB,OCB,1,1,1.0,0.0,ticker_match,OCB
N009524,PNJ,Phu Nhuan Jewelry,1,1,1.0,0.0,ticker_match,PNJ
N009525,PNJ,Phu Nhuan Jewelry,1,1,1.0,0.0,ticker_match,PNJ
N009526,PNJ,Phu Nhuan Jewelry,1,1,1.0,0.0,ticker_match,PNJ
N009527,SCR,SCR,1,1,1.0,0.0,ticker_match,SCR
N009528,SHB,SHB,1,1,1.0,0.0,ticker_match,SHB
N009529,SSB,SSB,1,1,0.9,0.0,alias_match,SeABank
N009530,TPB,TPBank,1,1,1.0,0.0,ticker_match,TPB
N009531,VCB,Vietcombank,1,2,1.0,0.0,ticker_match,VCB
N009532,VJC,Vietjet,1,1,1.0,0.0,ticker_match,VJC
N009533,VSC,Viconship,1,1,1.0,0.0,ticker_match,VSC
N009534,NLG,Nam Long,0,1,1.0,0.0,ticker_match,NLG
N009534,ACB,ACB,1,1,0.8,0.0,source_ticker,ACB
N009535,BAF,BAF Viet Nam,1,1,1.0,0.0,ticker_match,BAF
N009536,C4G,C4G,1,1,1.0,0.0,ticker_match,C4G
N009537,C4G,C4G,1,1,1.0,0.0,ticker_match,C4G
N009538,CRE,CRE,1,1,1.0,0.0,ticker_match,CRE
N009539,CTG,VietinBank,1,1,1.0,0.0,ticker_match,CTG
N009540,DGC,Duc Giang,1,1,1.0,0.0,ticker_match,DGC
N009541,DHG,Hau Giang Pharma,1,1,1.0,0.0,ticker_match,DHG
N009542,DHG,Hau Giang Pharma,1,1,1.0,0.0,ticker_match,DHG
N009543,DHG,Hau Giang Pharma,1,1,1.0,0.0,ticker_match,DHG
N009544,DXG,Dat Xanh,1,1,1.0,0.0,ticker_match,DXG
N009545,DXG,Dat Xanh,1,1,1.0,0.0,ticker_match,DXG
N009546,EIB,Eximbank,1,1,1.0,0.0,ticker_match,EIB
N009547,EIB,Eximbank,1,1,1.0,0.0,ticker_match,EIB
N009548,EIB,Eximbank,1,1,1.0,0.0,ticker_match,EIB
N009549,EIB,Eximbank,1,1,1.0,0.0,ticker_match,EIB
N009550,FMC,FMC,1,1,1.0,0.666667,ticker_match,FMC
N009551,FOX,FPT Telecom,1,1,1.0,0.0,ticker_match,FOX
N009552,FOX,FPT Telecom,1,1,1.0,0.0,ticker_match,FOX
N009553,HDB,HDBank,1,1,0.95,0.0,company_name_match,HDBank
N009554,HSG,Hoa Sen Group,1,1,1.0,0.0,ticker_match,HSG
N009555,IJC,IJC,1,1,1.0,0.0,ticker_match,IJC
N009556,IMP,Imexpharm,1,1,1.0,0.0,ticker_match,IMP
N009557,IMP,Imexpharm,1,1,1.0,0.0,ticker_match,IMP
N009558,KDC,KIDO,1,1,1.0,0.0,ticker_match,KDC
N009559,LPB,LPBank,1,1,1.0,0.333333,ticker_match,LPB
N009560,MBB,MBBank,1,2,1.0,0.0,ticker_match,MBB
N009561,MBB,MBBank,1,2,1.0,0.0,ticker_match,MBB
N009562,MSB,MSB,1,1,1.0,0.0,ticker_match,MSB
N009563,MSN,Masan Group,1,1,0.8,0.0,source_ticker,MSN
N009564,NT2,NT2,1,1,1.0,0.0,ticker_match,NT2
N009565,NLG,Nam Long,0,1,1.0,0.0,ticker_match,NLG
N009565,OCB,OCB,1,1,0.8,0.0,source_ticker,OCB
N009566,ORS,ORS,1,1,0.8,0.266667,source_ticker,ORS
N009567,ORS,ORS,1,1,1.0,0.0,ticker_match,ORS
N009568,REE,REE Corporation,1,1,1.0,0.0,ticker_match,REE
N009569,SCR,SCR,1,1,1.0,0.333333,ticker_match,SCR
N009570,SCS,SCSC,1,1,1.0,0.0,ticker_match,SCS
N009571,SZC,Sonadezi Chau Duc,1,1,1.0,0.0,ticker_match,SZC
N009572,SZC,Sonadezi Chau Duc,1,1,1.0,0.0,ticker_match,SZC
N009573,VCB,Vietcombank,1,1,1.0,0.0,ticker_match,VCB
N009574,VCB,Vietcombank,1,1,1.0,0.0,ticker_match,VCB
N009575,VIX,VIX Securities,1,1,1.0,0.0,ticker_match,VIX
N009576,VTP,Viettel Post,1,1,1.0,0.0,ticker_match,VTP
N009577,ANV,Nam Viet,1,1,1.0,0.0,ticker_match,ANV
N009578,BAF,BAF Viet Nam,1,1,1.0,0.0,ticker_match,BAF
N009579,BAF,BAF Viet Nam,1,1,1.0,0.0,ticker_match,BAF
N009580,BID,BIDV,1,1,1.0,0.0,ticker_match,BID
N009581,BMP,Binh Minh Plastic,1,1,1.0,0.0,ticker_match,BMP
N009582,DGC,Duc Giang,1,1,1.0,0.0,ticker_match,DGC
N009583,DGC,Duc Giang,1,1,1.0,0.0,ticker_match,DGC
N009584,DGC,Duc Giang,1,1,1.0,0.0,ticker_match,DGC
N009585,DGC,Duc Giang,1,1,0.8,0.266667,source_ticker,DGC
N009586,DHG,Hau Giang Pharma,1,1,1.0,1.0,ticker_match,DHG
N009587,ELC,ELC,1,1,1.0,0.0,ticker_match,ELC
N009588,ELC,ELC,1,1,1.0,0.0,ticker_match,ELC
N009589,FPT,FPT Corporation,1,1,1.0,0.0,ticker_match,FPT
N009590,HAH,Hai An,1,1,1.0,0.0,ticker_match,HAH
N009591,HAH,Hai An,1,1,1.0,0.0,ticker_match,HAH
N009592,HAH,Hai An,1,1,1.0,0.0,ticker_match,HAH
N009593,HAH,Hai An,1,1,1.0,0.0,ticker_match,HAH
N009594,HAH,Hai An,1,1,1.0,0.0,ticker_match,HAH
N009595,HAH,Hai An,1,1,1.0,0.0,ticker_match,HAH
N009596,HHV,Deo Ca,1,1,0.8,0.0,source_ticker,HHV
N009597,HPG,Hoa Phat,1,1,1.0,-0.333333,ticker_match,HPG
N009598,HPG,Hoa Phat,1,1,0.8,0.0,source_ticker,HPG
N009599,SSI,SSI Securities,0,1,1.0,0.0,ticker_match,SSI
N009599,VHM,Vinhomes,0,1,1.0,0.0,ticker_match,VHM
N009599,HPG,Hoa Phat,1,1,1.0,0.0,ticker_match,HPG
N009600,LPB,LPBank,1,1,1.0,0.333333,ticker_match,LPB
N009601,LPB,LPBank,1,1,0.8,0.0,source_ticker,LPB
N009602,MSB,MSB,1,1,1.0,0.0,ticker_match,MSB
N009603,MSN,Masan Group,1,1,0.9,0.0,alias_match,Masan
N009604,NT2,NT2,1,1,1.0,0.0,ticker_match,NT2
N009605,PNJ,Phu Nhuan Jewelry,1,1,0.8,0.0,source_ticker,PNJ
N009606,PVD,PV Drilling,1,1,0.8,0.0,source_ticker,PVD
N009607,SCS,SCSC,1,1,1.0,-0.333333,ticker_match,SCS
N009608,SSB,SSB,1,1,0.8,0.0,source_ticker,SSB
N009609,SSI,SSI Securities,1,1,1.0,0.0,ticker_match,SSI
N009609,VHM,Vinhomes,0,1,1.0,0.0,ticker_match,VHM
N009609,HPG,Hoa Phat,0,1,1.0,0.0,ticker_match,HPG
N009610,VIC,Vingroup,1,1,1.0,0.0,ticker_match,VIC
N009611,VIX,VIX Securities,1,1,1.0,0.0,ticker_match,VIX
N009612,VIX,VIX Securities,1,1,1.0,0.0,ticker_match,VIX
N009613,AAA,AAA,1,1,1.0,0.0,ticker_match,AAA
N009614,AGR,Agriseco,1,1,1.0,0.0,ticker_match,AGR
N009615,BAF,BAF Viet Nam,1,1,1.0,0.0,ticker_match,BAF
N009616,BID,BIDV,1,1,1.0,0.0,ticker_match,BID
N009617,BID,BIDV,1,1,1.0,0.0,ticker_match,BID
N009618,BID,BIDV,1,1,1.0,0.0,ticker_match,BID
N009619,BMP,Binh Minh Plastic,1,1,1.0,0.0,ticker_match,BMP
N009620,BSI,BSI,1,1,1.0,0.0,ticker_match,BSI
N009621,BSI,BSI,1,1,1.0,0.0,ticker_match,BSI
N009622,BSR,Binh Son Refining,1,1,0.8,0.266667,source_ticker,BSR
N009623,CMG,CMC Corporation,1,1,1.0,0.0,ticker_match,CMG
N009624,CMG,CMC Corporation,1,1,1.0,0.0,ticker_match,CMG
N009625,CSV,CSV,1,1,1.0,0.0,ticker_match,CSV
N009626,CSV,CSV,1,1,1.0,0.0,ticker_match,CSV
N009627,CSV,CSV,1,1,1.0,0.0,ticker_match,CSV
N009628,CTG,VietinBank,1,1,1.0,0.0,ticker_match,CTG
N009629,CTG,VietinBank,1,1,1.0,0.0,ticker_match,CTG
N009630,DMC,DMC,1,1,1.0,0.0,ticker_match,DMC
N009631,DMC,DMC,1,1,1.0,0.0,ticker_match,DMC
N009632,DMC,DMC,1,1,1.0,0.0,ticker_match,DMC
N009633,DMC,DMC,1,1,1.0,0.0,ticker_match,DMC
N009634,DXG,Dat Xanh,1,1,1.0,0.0,ticker_match,DXG
N009635,EIB,Eximbank,1,2,1.0,0.0,ticker_match,EIB
N009636,EIB,Eximbank,1,1,0.95,0.0,company_name_match,Eximbank
N009637,FPT,FPT Corporation,1,1,1.0,0.0,ticker_match,FPT
N009638,HCM,HSC,1,1,1.0,0.0,ticker_match,HCM
N009639,HDB,HDBank,1,1,0.95,0.0,company_name_match,HDBank
N009640,IJC,IJC,1,1,1.0,0.0,ticker_match,IJC
N009641,IJC,IJC,1,1,1.0,0.0,ticker_match,IJC
N009642,IMP,Imexpharm,1,1,0.95,0.95,company_name_match,Imexpharm
N009643,KDC,KIDO,1,1,1.0,0.0,ticker_match,KDC
N009644,KDC,KIDO,1,1,1.0,0.0,ticker_match,KDC
N009645,KDC,KIDO,1,1,1.0,0.0,ticker_match,KDC
N009646,LPB,LPBank,1,1,1.0,0.0,ticker_match,LPB
N009647,LPB,LPBank,1,1,1.0,0.0,ticker_match,LPB
N009648,MSB,MSB,1,1,1.0,0.333333,ticker_match,MSB
N009649,MSB,MSB,1,1,1.0,0.333333,ticker_match,MSB
N009650,OCB,OCB,1,1,0.8,0.0,source_ticker,OCB
N009651,PDR,Phat Dat Realty,1,1,1.0,0.666667,ticker_match,PDR
N009652,PDR,Phat Dat Realty,1,1,1.0,0.0,ticker_match,PDR
N009653,PDR,Phat Dat Realty,1,1,1.0,0.0,ticker_match,PDR
N009654,PDR,Phat Dat Realty,1,1,1.0,0.0,ticker_match,PDR
N009655,PDR,Phat Dat Realty,1,1,0.8,0.0,source_ticker,PDR
N009656,PHR,PHR,1,1,1.0,0.0,ticker_match,PHR
N009657,PHR,PHR,1,1,1.0,0.0,ticker_match,PHR
N009658,PNJ,Phu Nhuan Jewelry,1,1,1.0,0.0,ticker_match,PNJ
N009659,PPC,PPC,1,1,1.0,0.0,ticker_match,PPC
N009660,QNS,Duong Quang Ngai,1,1,1.0,-0.666667,ticker_match,QNS
N009661,SAB,Sabeco,1,1,1.0,0.0,ticker_match,SAB
N009662,SAB,Sabeco,1,1,1.0,0.0,ticker_match,SAB
N009663,SAB,Sabeco,1,1,1.0,0.0,ticker_match,SAB
N009664,SCS,SCSC,1,1,0.8,0.266667,source_ticker,SCS
N009665,SCS,SCSC,1,1,1.0,0.0,ticker_match,SCS
N009666,SSB,SSB,1,1,1.0,0.0,ticker_match,SSB
N009667,SSI,SSI Securities,1,1,1.0,0.0,ticker_match,SSI
N009668,STB,Sacombank,1,1,0.95,0.0,company_name_match,Sacombank
N009669,TCB,Techcombank,1,1,1.0,0.0,ticker_match,TCB
N009670,TCB,Techcombank,1,1,1.0,0.0,ticker_match,TCB
N009671,TCB,Techcombank,1,1,1.0,0.0,ticker_match,TCB
N009672,TCB,Techcombank,1,1,1.0,0.0,ticker_match,TCB
N009673,TCB,Techcombank,1,1,1.0,0.0,ticker_match,TCB
N009674,TPB,TPBank,1,1,1.0,0.0,ticker_match,TPB
N009675,TPB,TPBank,1,1,0.8,0.0,source_ticker,TPB
N009676,VCI,Vietcap,1,1,1.0,0.0,ticker_match,VCI
N009677,VCI,Vietcap,1,1,1.0,0.0,ticker_match,VCI
N009678,VHC,Vinh Hoan,1,1,1.0,0.0,ticker_match,VHC
N009679,VHC,Vinh Hoan,1,1,1.0,0.0,ticker_match,VHC
N009680,VHC,Vinh Hoan,1,1,1.0,0.0,ticker_match,VHC
N009681,VIX,VIX Securities,1,1,1.0,-0.333333,ticker_match,VIX
N009682,VIX,VIX Securities,1,1,1.0,0.0,ticker_match,VIX
N009683,VIX,VIX Securities,1,1,1.0,0.0,ticker_match,VIX
N009684,VNM,Vinamilk,1,1,0.8,0.0,source_ticker,VNM
N009685,VPB,VPBank,1,1,0.95,0.95,company_name_match,VPBank
N009686,VPB,VPBank,1,1,1.0,0.0,ticker_match,VPB
N009687,VPB,VPBank,1,1,1.0,0.0,ticker_match,VPB
N009688,VPB,VPBank,1,1,1.0,0.0,ticker_match,VPB
N009689,ABB,ABBANK,1,1,1.0,0.333333,ticker_match,ABB
N009690,ABB,ABBANK,1,1,1.0,0.0,ticker_match,ABB
N009691,ABB,ABBANK,1,1,1.0,0.0,ticker_match,ABB
N009692,ABB,ABBANK,1,1,1.0,0.0,ticker_match,ABB
N009693,ABB,ABBANK,1,1,0.95,0.0,company_name_match,ABBANK
N009694,ACB,ACB,1,1,1.0,0.0,ticker_match,ACB
N009695,ACB,ACB,1,1,1.0,0.0,ticker_match,ACB
N009696,ACB,ACB,1,1,1.0,0.666667,ticker_match,ACB
N009697,ANV,Nam Viet,1,1,1.0,0.0,ticker_match,ANV
N009698,ANV,Nam Viet,1,1,1.0,0.0,ticker_match,ANV
N009699,ANV,Nam Viet,1,1,1.0,0.0,ticker_match,ANV
N009700,BAF,BAF Viet Nam,1,1,1.0,0.0,ticker_match,BAF
N009701,CRE,CRE,1,1,1.0,0.0,ticker_match,CRE
N009702,CRE,CRE,1,1,1.0,0.0,ticker_match,CRE
N009703,CRE,CRE,1,1,1.0,0.0,ticker_match,CRE
N009704,CRE,CRE,1,1,1.0,0.0,ticker_match,CRE
N009705,CRE,CRE,1,1,1.0,0.0,ticker_match,CRE
N009706,CRE,CRE,1,1,1.0,0.0,ticker_match,CRE
N009707,CTS,CTS,1,1,1.0,0.0,ticker_match,CTS
N009708,DIG,DIC Corp,1,1,0.8,0.0,source_ticker,DIG
N009709,DXG,Dat Xanh,1,1,1.0,-0.333333,ticker_match,DXG
N009710,FPT,FPT Corporation,1,1,1.0,-0.666667,ticker_match,FPT
N009711,FPT,FPT Corporation,1,1,1.0,0.0,ticker_match,FPT
N009712,FTS,FPTS,1,1,1.0,0.0,ticker_match,FTS
N009713,GMD,Gemadept,1,1,1.0,0.0,ticker_match,GMD
N009714,HAH,Hai An,1,1,1.0,0.0,ticker_match,HAH
N009715,PLX,Petrolimex,0,1,0.95,0.0,company_name_match,Petrolimex
N009715,HDB,HDBank,1,1,0.95,0.0,company_name_match,HDBank
N009716,KDC,KIDO,1,1,0.95,0.316667,company_name_match,KIDO
N009717,MBB,MBBank,1,1,1.0,0.333333,ticker_match,MBB
N009718,MSB,MSB,1,1,1.0,0.0,ticker_match,MSB
N009719,MSB,MSB,1,1,1.0,0.333333,ticker_match,MSB
N009720,MSB,MSB,1,1,1.0,0.0,ticker_match,MSB
N009721,NLG,Nam Long,1,1,1.0,0.0,ticker_match,NLG
N009722,NLG,Nam Long,1,1,1.0,0.0,ticker_match,NLG
N009723,NLG,Nam Long,1,1,1.0,0.0,ticker_match,NLG
N009724,NLG,Nam Long,1,1,1.0,0.0,ticker_match,NLG
N009725,PC1,PC1 Group,1,1,1.0,0.0,ticker_match,PC1
N009726,PHR,PHR,1,1,1.0,0.0,ticker_match,PHR
N009727,PLX,Petrolimex,1,1,1.0,0.0,ticker_match,PLX
N009728,PLX,Petrolimex,1,1,1.0,0.0,ticker_match,PLX
N009729,SAB,Sabeco,1,1,1.0,0.0,ticker_match,SAB
N009730,SAB,Sabeco,1,1,0.95,0.316667,company_name_match,Sabeco
N009731,SHB,SHB,1,1,1.0,0.0,ticker_match,SHB
N009732,SSI,SSI Securities,1,1,0.8,0.0,source_ticker,SSI
N009733,SSI,SSI Securities,1,1,1.0,0.333333,ticker_match,SSI
N009734,SSI,SSI Securities,1,1,1.0,0.0,ticker_match,SSI
N009735,TCB,Techcombank,1,1,0.8,0.0,source_ticker,TCB
N009736,TPB,TPBank,1,1,0.95,0.316667,company_name_match,TPBank
N009737,VGI,Viettel Global,1,1,1.0,0.0,ticker_match,VGI
N009738,VHC,Vinh Hoan,1,1,0.8,-0.266667,source_ticker,VHC
N009739,VIC,Vingroup,1,1,1.0,0.0,ticker_match,VIC
N009740,VJC,Vietjet,1,1,1.0,0.0,ticker_match,VJC
N009741,VND,VNDirect,1,1,1.0,0.0,ticker_match,VND
N009742,VND,VNDirect,1,1,1.0,0.0,ticker_match,VND
N009743,VPB,VPBank,1,1,1.0,0.0,ticker_match,VPB
N009744,VPB,VPBank,1,1,1.0,0.0,ticker_match,VPB
N009745,VPB,VPBank,1,1,1.0,0.0,ticker_match,VPB
N009746,VPB,VPBank,1,1,1.0,0.0,ticker_match,VPB
N009747,HCM,HSC,1,1,1.0,0.0,ticker_match,HCM
N009748,HDB,HDBank,1,1,0.8,0.0,source_ticker,HDB
N009749,NT2,NT2,1,1,1.0,-0.333333,ticker_match,NT2
N009750,QNS,Duong Quang Ngai,1,1,1.0,0.0,ticker_match,QNS
N009751,SCR,SCR,1,1,1.0,-0.666667,ticker_match,SCR
N009752,SHB,SHB,1,1,1.0,0.0,ticker_match,SHB
N009753,STB,Sacombank,1,1,0.95,0.0,company_name_match,Sacombank
N009754,VNM,Vinamilk,1,1,0.8,0.0,source_ticker,VNM
N009755,VNM,Vinamilk,1,1,1.0,-0.666667,ticker_match,VNM
N009756,BMP,Binh Minh Plastic,1,1,0.8,0.0,source_ticker,BMP
N009757,DGC,Duc Giang,1,1,0.8,0.0,source_ticker,DGC
N009758,ABB,ABBANK,1,1,1.0,0.0,ticker_match,ABB
N009759,ABB,ABBANK,1,1,1.0,0.0,ticker_match,ABB
N009760,ABB,ABBANK,1,1,1.0,0.333333,ticker_match,ABB
N009761,ABB,ABBANK,1,1,1.0,0.333333,ticker_match,ABB
N009762,ACB,ACB,1,2,1.0,0.0,ticker_match,ACB
N009763,ACB,ACB,1,2,1.0,0.0,ticker_match,ACB
N009764,VND,VNDirect,0,1,1.0,0.0,ticker_match,VND
N009764,BSI,BSI,1,1,0.8,0.0,source_ticker,BSI
N009765,REE,REE Corporation,0,1,1.0,0.0,ticker_match,REE
N009765,BWE,BWE,1,1,1.0,0.0,ticker_match,BWE
N009766,DBC,Dabaco,1,1,1.0,0.0,ticker_match,DBC
N009767,DBC,Dabaco,1,1,1.0,0.0,ticker_match,DBC
N009768,DBC,Dabaco,1,1,1.0,0.0,ticker_match,DBC
N009769,DBC,Dabaco,1,1,1.0,0.0,ticker_match,DBC
N009770,DBC,Dabaco,1,1,0.95,0.633333,company_name_match,Dabaco
N009771,DCM,Dam Ca Mau,1,1,1.0,0.0,ticker_match,DCM
N009772,DCM,Dam Ca Mau,1,1,1.0,0.0,ticker_match,DCM
N009773,DGC,Duc Giang,1,1,1.0,0.0,ticker_match,DGC
N009774,DXG,Dat Xanh,1,1,1.0,0.0,ticker_match,DXG
N009775,DXG,Dat Xanh,1,1,0.8,-0.533333,source_ticker,DXG
N009776,EIB,Eximbank,1,2,1.0,0.0,ticker_match,EIB
N009777,FPT,FPT Corporation,1,1,1.0,0.0,ticker_match,FPT
N009778,HAH,Hai An,1,1,1.0,0.0,ticker_match,HAH
N009779,HAH,Hai An,1,1,1.0,0.0,ticker_match,HAH
N009780,HHV,Deo Ca,1,1,1.0,0.0,ticker_match,HHV
N009781,HHV,Deo Ca,1,1,1.0,0.0,ticker_match,HHV
N009782,HHV,Deo Ca,1,1,1.0,0.0,ticker_match,HHV
N009783,LTG,Loc Troi Group,1,1,0.8,0.0,source_ticker,LTG
N009784,MBB,MBBank,1,1,1.0,0.0,ticker_match,MBB
N009785,MBB,MBBank,1,2,1.0,0.333333,ticker_match,MBB
