model,event_trading_date,n,mae,rmse,mean_y_true,mean_y_pred
GNN + Relationship,2025-10-23,25,0.5082437109130773,0.627327488970641,-0.24974001288414002,-0.111851556388
GNN + Relationship,2025-10-24,34,0.5601684589399547,0.7267850158800055,-0.26624001962516236,-0.17363530589117646
GNN + Relationship,2025-10-27,31,0.7174444030364012,0.836722277917907,-0.06557656277812296,0.26149282799999995
GNN + Relationship,2025-10-28,50,0.545388851349574,0.6341017559962743,0.12101141020655631,0.23260311844
GNN + Relationship,2025-10-29,39,0.5174887683536707,0.6065815344345912,0.019094500571298276,0.08193564572051282
GNN + Relationship,2025-10-30,58,0.556639044978342,0.6833557533881442,-0.13119824494010415,0.009435719517241375
GNN + Relationship,2025-10-31,49,0.4884751139215333,0.6262210144948944,0.011479436795284249,-0.10136530508163266
GNN + Relationship,2025-11-03,27,0.4581487585727998,0.5952961937772585,0.003313953815786927,0.2665721694259259
GNN + Relationship,2025-11-04,39,0.6668406220327521,0.760355240216709,-0.38115324395207256,0.1115825013846154
GNN + Relationship,2025-11-05,21,0.34827988269159965,0.4497527832610117,-0.25644739078623907,-0.3459927221904763
GNN + Relationship,2025-11-06,24,0.27914283136537926,0.39854397698602323,-0.28337500321989256,-0.38289548274999996
GNN + Relationship,2025-11-07,25,0.40343801671586677,0.49716057796779267,-0.3970564894378185,-0.22695148512
GNN + Relationship,2025-11-10,26,0.43171628676309165,0.5307523813230408,-0.5797752434244523,-0.2923198116153846
GNN + Relationship,2025-11-11,26,0.44138213559478373,0.5328228628473333,-0.6995792504973136,-0.4550644433076923
GNN + Relationship,2025-11-12,21,0.6234299266363934,0.7223700544166015,-0.5520115909831864,-0.20176092523809527
GNN + Relationship,2025-11-13,18,0.44502111151252666,0.5616588500167062,-0.7133575197723176,-0.515796477
GNN + Relationship,2025-11-14,33,0.7792885048172222,0.8445373249632477,-0.70503772998398,0.0053019903242424275
GNN + Relationship,2025-11-17,32,0.8265672938886751,0.9303125348183225,-0.8600367773324251,-0.033469483443749996
GNN + Relationship,2025-11-18,20,0.6279400935744566,0.7106119311381038,-0.6814870437607169,-0.12183828900000002
GNN + Relationship,2025-11-19,29,0.43204702484661267,0.5159330401008102,-0.32233051001897145,-0.08122550494137931
GNN + Relationship,2025-11-20,19,0.4827840297388506,0.5554545793880326,-0.45044055581092834,-0.06583529652631578
GNN + Relationship,2025-11-21,24,0.6384487067596408,0.7390646748852827,-0.3334377268329263,0.11032356887500001
GNN + Relationship,2025-11-24,40,0.4704496915042126,0.6065009895560985,-0.3597063962370157,-0.08720770852500001
GNN + Relationship,2025-11-25,29,0.49144857314718793,0.623643346013552,-0.4900795557889445,-0.04479841593103448
GNN + Relationship,2025-11-26,33,0.5708690931763742,0.6976740228003748,-0.3659449321302501,-0.09179697883030304
GNN + Relationship,2025-11-27,27,0.4604055315594909,0.549852143960826,-0.22846735165350968,-0.17034777555555555
GNN + Relationship,2025-11-28,39,0.5213629438152302,0.5867939392421104,-0.33838716798867935,0.025048474538461544
GNN + Relationship,2025-12-01,32,0.5499122320604234,0.6852470541000656,-0.11428797220651177,-0.0584969802084375
GNN + Relationship,2025-12-02,35,0.6067237961996746,0.7375377310971544,-0.05120044486331088,0.1446609166
GNN + Relationship,2025-12-03,25,0.6195259226386723,0.6735277510657489,-0.11792576879262924,0.17621342228
GNN + Relationship,2025-12-04,25,0.6808233318527434,0.7584084684066832,-0.14116075962781907,0.24783025916
GNN + Relationship,2025-12-05,30,0.5203116460261635,0.5913829785287775,0.08346801071893424,0.22209343136666673
