model,event_trading_date,n,mae,rmse,mean_y_true,mean_y_pred
Random Forest,2025-11-11,26,0.4506551460463171,0.5292268117155039,-0.6995792504973136,-0.3492727525769231
Random Forest,2025-11-12,21,0.5479750404485922,0.5719213901133071,-0.5520115909831864,-0.2889230767142858
Random Forest,2025-11-13,18,0.5370132916098659,0.5822651287694176,-0.7133575197723176,-0.28080708361111106
Random Forest,2025-11-14,33,0.5153508084679335,0.576429940175248,-0.70503772998398,-0.2696727375151515
Random Forest,2025-11-17,32,0.4802120500439226,0.5351716614336479,-0.8600367773324251,-0.39478387051874997
Random Forest,2025-11-18,20,0.44528251855595924,0.524236693682672,-0.6814870437607169,-0.25193616699999993
Random Forest,2025-11-19,29,0.369214248209857,0.453060248925269,-0.32233051001897145,-0.2778651504137931
Random Forest,2025-11-20,19,0.24489833681920822,0.2806437980740595,-0.45044055581092834,-0.22024185505263158
Random Forest,2025-11-21,24,0.34577737201317554,0.4623470813697967,-0.3334377268329263,-0.34252917866666666
Random Forest,2025-11-24,40,0.30186862741333187,0.40036774995505775,-0.3597063962370157,-0.2718209908
Random Forest,2025-11-25,29,0.32679942254684957,0.3845406992475029,-0.4900795557889445,-0.2098810743862069
Random Forest,2025-11-26,33,0.425475419521553,0.49915062413403577,-0.3659449321302501,-0.19095795745454547
Random Forest,2025-11-27,27,0.45195069388420384,0.5271535410009294,-0.22846735165350968,-0.20024153000000003
Random Forest,2025-11-28,39,0.3722871475260277,0.44323288510115966,-0.33838716798867935,-0.21032344543589743
Random Forest,2025-12-01,32,0.45194633323032923,0.5609415850628094,-0.11428797220651177,-0.22214116599999997
Random Forest,2025-12-02,35,0.4344792020035703,0.5258390427951944,-0.05120044486331088,-0.1142455299142857
Random Forest,2025-12-03,25,0.43039716096667235,0.5090961902980885,-0.11792576879262924,-0.090067445912
Random Forest,2025-12-04,25,0.5261960544474364,0.6171147162987558,-0.14116075962781907,-0.014124973824
Random Forest,2025-12-05,30,0.4810841843231294,0.6156769312530214,0.08346801071893424,-0.05242218696666667
Random Forest,2025-12-08,38,0.3968215363163443,0.49949108135332504,0.20761902061732193,-0.0010237598421052648
Random Forest,2025-12-09,21,0.7275821658085019,0.8031611744029514,0.6144675633737019,-0.06552250895238096
Random Forest,2025-12-10,22,0.7200856265748284,0.8515063988826026,0.49401991814374924,-0.049267263
Random Forest,2025-12-11,27,0.8499768402216534,0.9227109032067906,0.7375843146884883,-0.08787095674074073
Random Forest,2025-12-12,27,0.5165064138978607,0.6045895239066592,0.3017797464573825,-0.0644950998537037
Random Forest,2025-12-15,27,0.3112654544281867,0.36001522014919163,0.020687360980513464,0.012424468722222224
Random Forest,2025-12-16,26,0.3859579359852784,0.4760585360683511,-0.14098394334387893,-0.028300679769230768
Random Forest,2025-12-17,36,0.44536835720586954,0.5148719852212821,-0.21214387824551928,-0.050272231277777774
Random Forest,2025-12-18,22,0.4149297458076365,0.5339723515190127,-0.10292873489247127,-0.030975047622727278
Random Forest,2025-12-19,31,0.41591803360671004,0.5404510393922475,-0.10720998959075059,-0.10443703725806451
